PC6,hh_ID,hh_size,neighb_code,hh_type,income_group,car_ownership,longitude,latitude,PC4
2531AK,35962,2,BU05183638,couple_without_children,income_9_10,0,4.29996473102656,52.0567927978326,2531
2531AK,36127,2,BU05183638,couple_without_children,income_5_10,0,4.29996473102656,52.0567927978326,2531
2531AK,37443,1,BU05183638,single,income_1_10,0,4.29996473102656,52.0567927978326,2531
2531AK,36986,1,BU05183638,single,income_4_10,0,4.29996473102656,52.0567927978326,2531
2531AK,35478,3,BU05183638,couple_with_children,income_10_10,0,4.29996473102656,52.0567927978326,2531
2531AK,35137,3,BU05183638,couple_with_children,income_10_10,0,4.29996473102656,52.0567927978326,2531
2531AK,36592,1,BU05183638,single,income_1_10,0,4.29996473102656,52.0567927978326,2531
2531AK,37654,1,BU05183638,single,income_8_10,1,4.29996473102656,52.0567927978326,2531
2531AK,37092,1,BU05183638,single,income_9_10,0,4.29996473102656,52.0567927978326,2531
2531AK,36402,1,BU05183638,single,income_8_10,1,4.29996473102656,52.0567927978326,2531
2531AK,35831,2,BU05183638,couple_without_children,income_7_10,0,4.29996473102656,52.0567927978326,2531
2531AL,34466,4,BU05183638,single-parent,income_6_10,1,4.3007983375661,52.0567083206104,2531
2531AL,34913,4,BU05183638,couple_with_children,income_5_10,0,4.3007983375661,52.0567083206104,2531
2531AL,35211,2,BU05183638,single-parent,income_2_10,1,4.3007983375661,52.0567083206104,2531
2531AL,37019,1,BU05183638,single,income_7_10,0,4.3007983375661,52.0567083206104,2531
2531AL,35433,3,BU05183638,couple_with_children,income_8_10,0,4.3007983375661,52.0567083206104,2531
2531AL,36322,1,BU05183638,single,income_4_10,0,4.3007983375661,52.0567083206104,2531
2531AL,35163,3,BU05183638,couple_with_children,income_3_10,0,4.3007983375661,52.0567083206104,2531
2531AL,36006,2,BU05183638,couple_without_children,income_10_10,0,4.3007983375661,52.0567083206104,2531
2531AL,36721,1,BU05183638,single,income_8_10,0,4.3007983375661,52.0567083206104,2531
2531AL,34437,4,BU05183638,single-parent,income_7_10,1,4.3007983375661,52.0567083206104,2531
2531AL,34561,4,BU05183638,couple_with_children,income_8_10,0,4.3007983375661,52.0567083206104,2531
2531AL,36968,1,BU05183638,single,income_10_10,1,4.3007983375661,52.0567083206104,2531
2531AL,35351,3,BU05183638,couple_with_children,income_8_10,0,4.3007983375661,52.0567083206104,2531
2531AL,35637,2,BU05183638,couple_without_children,income_6_10,0,4.3007983375661,52.0567083206104,2531
2531AL,37616,1,BU05183638,single,income_8_10,0,4.3007983375661,52.0567083206104,2531
2531AL,35711,2,BU05183638,couple_without_children,income_10_10,0,4.3007983375661,52.0567083206104,2531
2531AL,34722,4,BU05183638,couple_with_children,income_7_10,0,4.3007983375661,52.0567083206104,2531
2531AL,37541,1,BU05183638,single,income_1_10,1,4.3007983375661,52.0567083206104,2531
2531AL,37694,1,BU05183638,single,income_7_10,0,4.3007983375661,52.0567083206104,2531
2531AL,37338,1,BU05183638,single,income_8_10,1,4.3007983375661,52.0567083206104,2531
2531AL,36974,1,BU05183638,single,income_1_10,1,4.3007983375661,52.0567083206104,2531
2531AM,37458,1,BU05183638,single,income_9_10,0,4.30130723522296,52.0566513100968,2531
2531AM,35180,3,BU05183638,couple_with_children,income_6_10,0,4.30130723522296,52.0566513100968,2531
2531AM,35319,3,BU05183638,couple_with_children,income_4_10,0,4.30130723522296,52.0566513100968,2531
2531AM,36423,1,BU05183638,single,income_2_10,0,4.30130723522296,52.0566513100968,2531
2531AM,35524,3,BU05183638,couple_with_children,income_9_10,0,4.30130723522296,52.0566513100968,2531
2531AM,35955,2,BU05183638,couple_without_children,income_8_10,0,4.30130723522296,52.0566513100968,2531
2531AM,36472,1,BU05183638,single,income_3_10,0,4.30130723522296,52.0566513100968,2531
2531AM,34939,4,BU05183638,couple_with_children,income_4_10,0,4.30130723522296,52.0566513100968,2531
2531AM,36853,1,BU05183638,single,income_5_10,0,4.30130723522296,52.0566513100968,2531
2531AM,34582,4,BU05183638,couple_with_children,income_9_10,0,4.30130723522296,52.0566513100968,2531
2531AM,35079,3,BU05183638,couple_with_children,income_1_10,0,4.30130723522296,52.0566513100968,2531
2531AM,35132,3,BU05183638,couple_with_children,income_3_10,0,4.30130723522296,52.0566513100968,2531
2531AM,37434,1,BU05183638,single,income_4_10,0,4.30130723522296,52.0566513100968,2531
2531AM,35087,3,BU05183638,couple_with_children,income_6_10,0,4.30130723522296,52.0566513100968,2531
2531AM,36802,1,BU05183638,single,income_3_10,1,4.30130723522296,52.0566513100968,2531
2531AM,36334,1,BU05183638,single,income_8_10,0,4.30130723522296,52.0566513100968,2531
2531AM,36114,2,BU05183638,couple_without_children,income_3_10,0,4.30130723522296,52.0566513100968,2531
2531AM,35953,2,BU05183638,couple_without_children,income_3_10,0,4.30130723522296,52.0566513100968,2531
2531AM,36673,1,BU05183638,single,income_6_10,1,4.30130723522296,52.0566513100968,2531
2531AM,35412,3,BU05183638,couple_with_children,income_10_10,0,4.30130723522296,52.0566513100968,2531
2531AM,36914,1,BU05183638,single,income_1_10,0,4.30130723522296,52.0566513100968,2531
2531AM,36910,1,BU05183638,single,income_1_10,1,4.30130723522296,52.0566513100968,2531
2531AM,36588,1,BU05183638,single,income_5_10,0,4.30130723522296,52.0566513100968,2531
2531AN,35907,2,BU05183638,couple_without_children,income_7_10,0,4.3030711259683,52.056156647185,2531
2531AN,36077,2,BU05183638,couple_without_children,income_7_10,0,4.3030711259683,52.056156647185,2531
2531AN,35694,2,BU05183638,couple_without_children,income_10_10,0,4.3030711259683,52.056156647185,2531
2531AN,36365,1,BU05183638,single,income_1_10,1,4.3030711259683,52.056156647185,2531
2531AN,34423,5,BU05183638,couple_with_children,income_10_10,0,4.3030711259683,52.056156647185,2531
2531AN,36161,2,BU05183638,couple_without_children,income_3_10,0,4.3030711259683,52.056156647185,2531
2531AN,37271,1,BU05183638,single,income_4_10,1,4.3030711259683,52.056156647185,2531
2531AN,34511,4,BU05183638,single-parent,income_1_10,1,4.3030711259683,52.056156647185,2531
2531AN,34558,5,BU05183638,couple_with_children,income_10_10,0,4.3030711259683,52.056156647185,2531
2531AN,35185,2,BU05183638,single-parent,income_2_10,1,4.3030711259683,52.056156647185,2531
2531AN,37641,1,BU05183638,single,income_8_10,0,4.3030711259683,52.056156647185,2531
2531AN,35520,3,BU05183638,couple_with_children,income_1_10,0,4.3030711259683,52.056156647185,2531
2531AN,35834,2,BU05183638,couple_without_children,income_9_10,0,4.3030711259683,52.056156647185,2531
2531AN,34541,5,BU05183638,couple_with_children,income_1_10,0,4.3030711259683,52.056156647185,2531
2531AN,37143,1,BU05183638,single,income_1_10,1,4.3030711259683,52.056156647185,2531
2531AN,37662,1,BU05183638,single,income_8_10,0,4.3030711259683,52.056156647185,2531
2531AN,36937,1,BU05183638,single,income_6_10,1,4.3030711259683,52.056156647185,2531
2531AN,34382,5,BU05183638,couple_with_children,income_6_10,0,4.3030711259683,52.056156647185,2531
2531AN,35873,2,BU05183638,couple_without_children,income_5_10,0,4.3030711259683,52.056156647185,2531
2531AN,36232,1,BU05183638,single,income_2_10,0,4.3030711259683,52.056156647185,2531
2531AN,34736,4,BU05183638,couple_with_children,income_1_10,0,4.3030711259683,52.056156647185,2531
2531AN,35806,2,BU05183638,couple_without_children,income_8_10,0,4.3030711259683,52.056156647185,2531
2531AN,36344,1,BU05183638,single,income_3_10,0,4.3030711259683,52.056156647185,2531
2531AN,34900,4,BU05183638,couple_with_children,income_9_10,0,4.3030711259683,52.056156647185,2531
2531AP,37069,1,BU05183638,single,income_1_10,0,4.30374387173863,52.0559772627876,2531
2531AP,34772,3,BU05183638,single-parent,income_6_10,0,4.30374387173863,52.0559772627876,2531
2531AP,35461,3,BU05183638,couple_with_children,income_7_10,0,4.30374387173863,52.0559772627876,2531
2531AP,35205,3,BU05183638,couple_with_children,income_7_10,0,4.30374387173863,52.0559772627876,2531
2531AP,37118,1,BU05183638,single,income_1_10,0,4.30374387173863,52.0559772627876,2531
2531AP,36972,1,BU05183638,single,income_6_10,0,4.30374387173863,52.0559772627876,2531
2531AP,35466,3,BU05183638,couple_with_children,income_3_10,0,4.30374387173863,52.0559772627876,2531
2531AP,36027,2,BU05183638,couple_without_children,income_10_10,0,4.30374387173863,52.0559772627876,2531
2531AP,34715,3,BU05183638,single-parent,income_4_10,1,4.30374387173863,52.0559772627876,2531
2531AP,35864,2,BU05183638,couple_without_children,income_4_10,0,4.30374387173863,52.0559772627876,2531
2531AP,37638,1,BU05183638,single,income_7_10,0,4.30374387173863,52.0559772627876,2531
2531AP,35431,3,BU05183638,couple_with_children,income_7_10,0,4.30374387173863,52.0559772627876,2531
2531AP,35193,3,BU05183638,couple_with_children,income_9_10,0,4.30374387173863,52.0559772627876,2531
2531AP,34364,5,BU05183638,couple_with_children,income_4_10,0,4.30374387173863,52.0559772627876,2531
2531AP,37005,1,BU05183638,single,income_3_10,0,4.30374387173863,52.0559772627876,2531
2531AP,34843,4,BU05183638,couple_with_children,income_4_10,0,4.30374387173863,52.0559772627876,2531
2531AP,35849,2,BU05183638,couple_without_children,income_10_10,0,4.30374387173863,52.0559772627876,2531
2531AP,34546,5,BU05183638,couple_with_children,income_10_10,0,4.30374387173863,52.0559772627876,2531
2531AP,35385,2,BU05183638,single-parent,income_3_10,1,4.30374387173863,52.0559772627876,2531
2531AP,34820,4,BU05183638,couple_with_children,income_4_10,0,4.30374387173863,52.0559772627876,2531
2531AP,37009,1,BU05183638,single,income_3_10,0,4.30374387173863,52.0559772627876,2531
2531AP,35799,2,BU05183638,couple_without_children,income_8_10,0,4.30374387173863,52.0559772627876,2531
2531AP,35345,3,BU05183638,couple_with_children,income_10_10,0,4.30374387173863,52.0559772627876,2531
2531AP,36774,1,BU05183638,single,income_2_10,1,4.30374387173863,52.0559772627876,2531
2531AP,35720,2,BU05183638,couple_without_children,income_8_10,0,4.30374387173863,52.0559772627876,2531
2531AP,35035,4,BU05183638,couple_with_children,income_1_10,0,4.30374387173863,52.0559772627876,2531
2531AP,35402,3,BU05183638,couple_with_children,income_5_10,0,4.30374387173863,52.0559772627876,2531
2531AP,37498,1,BU05183638,single,income_2_10,1,4.30374387173863,52.0559772627876,2531
2531AR,35601,3,BU05183638,couple_with_children,income_6_10,0,4.30456152489438,52.05586365961,2531
2531AR,36653,1,BU05183638,single,income_2_10,0,4.30456152489438,52.05586365961,2531
2531AR,36126,2,BU05183638,couple_without_children,income_6_10,0,4.30456152489438,52.05586365961,2531
2531AR,36528,1,BU05183638,single,income_1_10,0,4.30456152489438,52.05586365961,2531
2531AR,37553,1,BU05183638,single,income_2_10,0,4.30456152489438,52.05586365961,2531
2531AR,34355,5,BU05183638,couple_with_children,income_6_10,0,4.30456152489438,52.05586365961,2531
2531AR,36657,1,BU05183638,single,income_3_10,1,4.30456152489438,52.05586365961,2531
2531AR,37412,1,BU05183638,single,income_6_10,0,4.30456152489438,52.05586365961,2531
2531AR,35010,4,BU05183638,couple_with_children,income_4_10,0,4.30456152489438,52.05586365961,2531
2531AR,37720,1,BU05183638,single,income_4_10,1,4.30456152489438,52.05586365961,2531
2531AR,35957,2,BU05183638,couple_without_children,income_10_10,0,4.30456152489438,52.05586365961,2531
2531AR,36024,2,BU05183638,couple_without_children,income_10_10,0,4.30456152489438,52.05586365961,2531
2531AR,36103,2,BU05183638,couple_without_children,income_10_10,0,4.30456152489438,52.05586365961,2531
2531AR,34819,4,BU05183638,couple_with_children,income_1_10,0,4.30456152489438,52.05586365961,2531
2531AR,35943,2,BU05183638,couple_without_children,income_5_10,0,4.30456152489438,52.05586365961,2531
2531AR,35321,3,BU05183638,couple_with_children,income_8_10,0,4.30456152489438,52.05586365961,2531
2531AR,34880,4,BU05183638,couple_with_children,income_10_10,0,4.30456152489438,52.05586365961,2531
2531AR,36490,1,BU05183638,single,income_4_10,1,4.30456152489438,52.05586365961,2531
2531AR,35560,3,BU05183638,couple_with_children,income_10_10,0,4.30456152489438,52.05586365961,2531
2531AR,34446,5,BU05183638,couple_with_children,income_8_10,0,4.30456152489438,52.05586365961,2531
2531AR,35291,3,BU05183638,couple_with_children,income_6_10,0,4.30456152489438,52.05586365961,2531
2531AS,36445,1,BU05183638,single,income_8_10,1,4.30531512374638,52.055615575407,2531
2531AS,35615,3,BU05183638,couple_with_children,income_9_10,0,4.30531512374638,52.055615575407,2531
2531AS,34436,5,BU05183638,couple_with_children,income_6_10,0,4.30531512374638,52.055615575407,2531
2531AS,34422,5,BU05183638,couple_with_children,income_6_10,0,4.30531512374638,52.055615575407,2531
2531AS,36029,2,BU05183638,couple_without_children,income_10_10,0,4.30531512374638,52.055615575407,2531
2531AS,36284,1,BU05183638,single,income_1_10,0,4.30531512374638,52.055615575407,2531
2531AS,35366,3,BU05183638,couple_with_children,income_6_10,0,4.30531512374638,52.055615575407,2531
2531AS,35783,2,BU05183638,couple_without_children,income_9_10,0,4.30531512374638,52.055615575407,2531
2531AS,35120,3,BU05183638,couple_with_children,income_10_10,0,4.30531512374638,52.055615575407,2531
2531AS,36487,1,BU05183638,single,income_6_10,0,4.30531512374638,52.055615575407,2531
2531AS,36773,1,BU05183638,single,income_2_10,0,4.30531512374638,52.055615575407,2531
2531AS,36015,2,BU05183638,couple_without_children,income_5_10,0,4.30531512374638,52.055615575407,2531
2531AS,34421,4,BU05183638,single-parent,income_4_10,0,4.30531512374638,52.055615575407,2531
2531AS,35410,2,BU05183638,single-parent,income_6_10,0,4.30531512374638,52.055615575407,2531
2531AS,36976,1,BU05183638,single,income_9_10,1,4.30531512374638,52.055615575407,2531
2531AS,35188,2,BU05183638,single-parent,income_6_10,1,4.30531512374638,52.055615575407,2531
2531AS,35951,2,BU05183638,couple_without_children,income_10_10,0,4.30531512374638,52.055615575407,2531
2531AS,37368,1,BU05183638,single,income_1_10,1,4.30531512374638,52.055615575407,2531
2531AS,35123,2,BU05183638,single-parent,income_2_10,0,4.30531512374638,52.055615575407,2531
2531AS,36292,1,BU05183638,single,income_7_10,1,4.30531512374638,52.055615575407,2531
2531AS,36512,1,BU05183638,single,income_6_10,0,4.30531512374638,52.055615575407,2531
2531AS,35708,2,BU05183638,couple_without_children,income_8_10,0,4.30531512374638,52.055615575407,2531
2531AS,36674,1,BU05183638,single,income_4_10,1,4.30531512374638,52.055615575407,2531
2531AS,37672,1,BU05183638,single,income_7_10,1,4.30531512374638,52.055615575407,2531
2531AS,34821,4,BU05183638,couple_with_children,income_1_10,0,4.30531512374638,52.055615575407,2531
2531AS,36804,1,BU05183638,single,income_1_10,1,4.30531512374638,52.055615575407,2531
2531AS,36432,1,BU05183638,single,income_9_10,0,4.30531512374638,52.055615575407,2531
2531AS,36312,1,BU05183638,single,income_3_10,0,4.30531512374638,52.055615575407,2531
2531AS,34375,5,BU05183638,couple_with_children,income_7_10,0,4.30531512374638,52.055615575407,2531
2531AS,35522,3,BU05183638,couple_with_children,income_6_10,0,4.30531512374638,52.055615575407,2531
2531AS,36669,1,BU05183638,single,income_1_10,1,4.30531512374638,52.055615575407,2531
2531AS,35912,2,BU05183638,couple_without_children,income_5_10,0,4.30531512374638,52.055615575407,2531
2531AS,36263,1,BU05183638,single,income_5_10,1,4.30531512374638,52.055615575407,2531
2531AS,36091,2,BU05183638,couple_without_children,income_9_10,0,4.30531512374638,52.055615575407,2531
2531AS,37425,1,BU05183638,single,income_10_10,0,4.30531512374638,52.055615575407,2531
2531AS,34726,4,BU05183638,couple_with_children,income_6_10,0,4.30531512374638,52.055615575407,2531
2531AT,35050,3,BU05183638,couple_with_children,income_10_10,0,4.305987212731,52.0554763263941,2531
2531AT,37628,1,BU05183638,single,income_2_10,1,4.305987212731,52.0554763263941,2531
2531AT,36911,1,BU05183638,single,income_3_10,0,4.305987212731,52.0554763263941,2531
2531AT,37022,1,BU05183638,single,income_10_10,0,4.305987212731,52.0554763263941,2531
2531AT,36777,1,BU05183638,single,income_4_10,1,4.305987212731,52.0554763263941,2531
2531AT,34655,4,BU05183638,couple_with_children,income_4_10,0,4.305987212731,52.0554763263941,2531
2531AT,36451,1,BU05183638,single,income_2_10,0,4.305987212731,52.0554763263941,2531
2531AT,37311,1,BU05183638,single,income_5_10,1,4.305987212731,52.0554763263941,2531
2531AT,35967,2,BU05183638,couple_without_children,income_1_10,0,4.305987212731,52.0554763263941,2531
2531AT,36508,1,BU05183638,single,income_3_10,0,4.305987212731,52.0554763263941,2531
2531AT,35901,2,BU05183638,couple_without_children,income_7_10,0,4.305987212731,52.0554763263941,2531
2531AT,35158,3,BU05183638,couple_with_children,income_6_10,0,4.305987212731,52.0554763263941,2531
2531AT,37181,1,BU05183638,single,income_5_10,0,4.305987212731,52.0554763263941,2531
2531AT,34638,4,BU05183638,couple_with_children,income_3_10,0,4.305987212731,52.0554763263941,2531
2531AT,36794,1,BU05183638,single,income_1_10,1,4.305987212731,52.0554763263941,2531
2531AT,37401,1,BU05183638,single,income_2_10,0,4.305987212731,52.0554763263941,2531
2531AT,35733,2,BU05183638,couple_without_children,income_6_10,0,4.305987212731,52.0554763263941,2531
2531AT,36452,1,BU05183638,single,income_10_10,0,4.305987212731,52.0554763263941,2531
2531AT,35229,2,BU05183638,single-parent,income_1_10,0,4.305987212731,52.0554763263941,2531
2531AT,37191,1,BU05183638,single,income_3_10,1,4.305987212731,52.0554763263941,2531
2531AT,37194,1,BU05183638,single,income_4_10,1,4.305987212731,52.0554763263941,2531
2531AT,37182,1,BU05183638,single,income_1_10,0,4.305987212731,52.0554763263941,2531
2531AT,35136,3,BU05183638,couple_with_children,income_9_10,0,4.305987212731,52.0554763263941,2531
2531AT,37657,1,BU05183638,single,income_2_10,0,4.305987212731,52.0554763263941,2531
2531AT,34942,3,BU05183638,single-parent,income_3_10,0,4.305987212731,52.0554763263941,2531
2531AT,36356,1,BU05183638,single,income_2_10,1,4.305987212731,52.0554763263941,2531
